義項id,詞目漢字,解說,對應詞目id,對應詞目漢字
18629,筊場,賭場。,19819,筊窟
18629,筊場,賭場。,19820,跋筊場
18645,新正年頭,農曆春節期間。,19828,新年頭
18646,會失禮,賠不是。,19831,坐不是
18646,會失禮,賠不是。,19832,會不是
18670,靴管,雨鞋。,25139,雨鞋
18675,實頭,頭腦不靈光。,19834,實頭實腦
18686,算會和,划算、划得來。,19288,會和盤
18687,管仔粿,紅豆餅、車輪餅。,19838,車輪粿
18687,管仔粿,紅豆餅、車輪餅。,19839,紅豆餅
18688,粿模,粿印。專門用來做糕粿類食品的印模。,19840,糕仔印
18723,趨冰,溜冰。,19849,跙冰
18729,懶性,懶散。拖拖拉拉的性情，做事不積極。,19850,懶相
18737,鰇魚鬚,以魷魚的觸手製成的零食。,19852,鰇魚絲
18752,鬱熱,悶熱。,19409,漚翕熱
18752,鬱熱,悶熱。,19858,漚熱
18752,鬱熱,悶熱。,19859,漚翕
18752,鬱熱,悶熱。,19860,齷齪熱
18756,菜鹹,醃漬物。常用來當做開胃的小菜。,19862,菜母
18756,菜鹹,醃漬物。常用來當做開胃的小菜。,19863,鹹淘
18759,一疕仔,一小片、一點點。形容微不足道，帶有貶義。,17732,一絲仔
18763,人額,人數。也指人數相應的份額。,19870,人份
18763,人額,人數。也指人數相應的份額。,22900,人數
18764,人懸漢大,大塊頭。形容人的身材高大。,18884,高長大漢
18770,三角六肩,走路的時候聳動肩膀，使高低變化而大搖大擺，好像很跩的姿態。,19873,三角肩
18773,上無,至少、起碼。,17760,上少
18774,下晝頓,午飯、午餐。,19875,下晝飯
18776,大人大種,老大不小。常用來指責人行為舉止不夠成熟。,19876,大母人大母種
18777,大人大種,指責舉止不像成人的成人。,19876,大母人大母種
18784,大百,大筆錢、大把鈔票。形容金額很大筆。,19877,大錢
18785,大百,大鈔。大面額的鈔票。,19878,大張
18787,大身大命,身懷六甲、大腹便便。形容懷孕的女人行動變得遲緩不方便的樣子。,19879,大身命
18789,大注,巨款。,19880,大注錢
18793,大細腎,連襟。稱謂。姊妹的丈夫彼此互稱。,19881,同門的
18793,大細腎,連襟。稱謂。姊妹的丈夫彼此互稱。,19882,大細仙
18796,大嚨喉空,形容說話的聲音很大。,19883,大聲野喉
18806,反口供,翻供。改變原來的供詞。,19891,反供
18806,反口供,翻供。改變原來的供詞。,19892,翻口供
18814,天公地道,天地間原本如此而不容改變的道理。非常公平公道。,19895,直理直路
18818,少年人,年輕人。,19897,少年的
18821,心狂火熱,心急如焚。,19899,心狂燥熱
18831,手蹄仔,手心。手的中心部分。也說成「手蹄」(tshiú-tê)。,26036,手心
18833,手縫櫳,手指間的縫隙大，民俗命理認為有這種手相的人容易漏財。引申形容出手大方，愛花錢的人。,19904,手縫疏
18834,月圍箍,月暈。月亮周圍有月暈。月亮周圍出現光圈。,19905,月戴笠
18836,歹吉兆,凶兆。壞的預兆。,19906,歹彩頭
18836,歹吉兆,凶兆。壞的預兆。,19907,歹頭彩
18848,毋成囡仔,發育不良的小孩。,19910,黃酸囡仔
18850,水尺,水準尺。測看物體表面是否水平的水準尺。,19911,水秤
18850,水尺,水準尺。測看物體表面是否水平的水準尺。,19912,水平尺
18856,水窟仔,水坑。,19913,水窟
18857,水鉎,水鏽、水垢。,19914,水垢
18867,牛角𨂿仔,天牛。昆蟲名。,19917,牛角𨂿
18867,牛角𨂿仔,天牛。昆蟲名。,19921,山牛犅
18868,牛貫,耕牛的穿鼻環。,19922,牛鼻環
18868,牛貫,耕牛的穿鼻環。,19923,牛鼻圈仔
18869,牛聲馬喉,破嗓子。形容人歌聲難聽。,20339,狗聲乞食調
18873,仝心,同心、齊心。,19927,𫝛心
18874,仝沿,同輩、同儕、平輩。可指同年齡層或同輩份。,19928,仝勻
18874,仝沿,同輩、同儕、平輩。可指同年齡層或同輩份。,19929,仝輩
18875,冊局,書局。,19931,書店
18875,冊局,書局。,19932,書局
18879,半丁,不成材的人。,13517,䆀才
18879,半丁,不成材的人。,19936,軟母仔
18880,半丁,病夫。體質孱弱容易生病的人。,19937,破病丁
18880,半丁,病夫。體質孱弱容易生病的人。,19938,病猴
18885,去倒,往返、來回。,19939,往回
18885,去倒,往返、來回。,23597,來回
18888,司公仔象桮,字面上說一個是道士，一個是筊杯，用來比喻形影不離的兩個好朋友或關係密切的人。,19940,司公象桮結相黏
18888,司公仔象桮,字面上說一個是道士，一個是筊杯，用來比喻形影不離的兩個好朋友或關係密切的人。,19941,童乩桌頭
18888,司公仔象桮,字面上說一個是道士，一個是筊杯，用來比喻形影不離的兩個好朋友或關係密切的人。,19942,褲帶結相黏
18889,外埠頭,外地、外鄉鎮。,19943,外庄頭
18907,白虎湯,通稱猛藥，引申指不得已時所採取的激烈手段。,19950,尾帖藥
18907,白虎湯,通稱猛藥，引申指不得已時所採取的激烈手段。,19951,拍拚藥
18911,目空赤,眼紅、嫉妒。,19952,目赤
18911,目空赤,眼紅、嫉妒。,19953,目紅
18912,目睭遮,眼罩。,19954,目睭掩
18916,交落身,流產。,17819,小產
18916,交落身,流產。,19955,走胎
18926,在室的,沒有性經驗的。,2193,在室女
18927,在膽,膽子大、不畏怯。,19960,有膽
18927,在膽,膽子大、不畏怯。,19961,有膽量
18928,在欉的,指水果剛從樹上摘下來。,19962,現挽的
18928,在欉的,指水果剛從樹上摘下來。,19963,在欉黃的
18928,在欉的,指水果剛從樹上摘下來。,19964,在欉紅的
18933,好代,好事、善行事。,25560,好事
18934,好代,好消息。,25560,好事
18943,成格,室內隔間裝潢。,19969,間格
18943,成格,室內隔間裝潢。,19970,造作
18944,收煞,收場。,2527,收場
18947,有路無厝,"單身漢。""有路""是指單身一個人時想做什麼、想到哪裡，都隨時可以去做或前往；""無厝""代表的是還沒有一個穩定的家庭。因此引申為單身狀況。",12828,羅漢跤仔
18947,有路無厝,"單身漢。""有路""是指單身一個人時想做什麼、想到哪裡，都隨時可以去做或前往；""無厝""代表的是還沒有一個穩定的家庭。因此引申為單身狀況。",19972,羅漢跤
18951,死殗殗,死翹翹、往生。屬於較為俚俗的說法。,19973,死翹翹
18953,死體,屍體。源自日語「死体（したい）」。,23298,屍體
18957,竹模,竹叢。,19975,竹部
18962,肉幼仔,肉屑。,19977,肉屑
18964,肉幼仔,亦指息肉或皮贅。,19978,零星肉
18966,肉繭仔,用網紗油裹肉餡後油炸的一種肉卷。「肉繭仔」為南部人的稱呼。,19979,繭仔
18966,肉繭仔,用網紗油裹肉餡後油炸的一種肉卷。「肉繭仔」為南部人的稱呼。,19980,肉卷
18966,肉繭仔,用網紗油裹肉餡後油炸的一種肉卷。「肉繭仔」為南部人的稱呼。,19981,網紗卷
18979,佛手柑,佛手柑。又稱香櫞。植物名，芸香科，常綠喬木。葉互生，長橢圓形。花白色而厚，有芳香。果實成熟時會分裂成細長彎曲的果瓣，狀如手指，故名佛手柑。可做藥物或食品原料，果皮與花均可提取香油。,19987,香櫞
18980,冷嗽,因風寒引起的咳嗽，患者的痰多是白色而且稀薄，流出鼻涕也如清水。,19988,凊嗽
18982,呔會,怎麼會、豈會。為偏漳腔地區詞彙。,19989,盍會
18986,坐毋著,賠不是。,19831,坐不是
18986,坐毋著,賠不是。,19832,會不是
18992,孝尾囝,遺腹子。婦人懷孕之後，丈夫不久過世，所生的子女。,19991,孝尾
18992,孝尾囝,遺腹子。婦人懷孕之後，丈夫不久過世，所生的子女。,19992,孝尾仔
18992,孝尾囝,遺腹子。婦人懷孕之後，丈夫不久過世，所生的子女。,19993,孝尾仔囝
19004,見效,收效。指一種方式產生了效果。,19998,見功效
19008,赤焱焱,炎熱。常用於形容陽光酷烈。,25121,炎熱
19013,走標,賽跑。,20000,鬥走
19015,走學,逃學、翹課。,20002,走書
19021,車斗,機車的置物箱。,20004,車箱仔
19028,卸世卸眾,丟人現眼。,18396,卸面子
19028,卸世卸眾,丟人現眼。,20006,卸世上
19034,孤佬,孤僻。,20010,孤孀
19036,孤鳥,孤落單的鳥。比喻孤獨的人。,20011,孤雞仔
19040,彼當陣,那時、那陣子。常合音為「向陣」hiàng-tsūn。,20012,彼當陣仔
19040,彼當陣,那時、那陣子。常合音為「向陣」hiàng-tsūn。,20013,向陣仔
19043,抽懸,抽高。人在發育期明顯長高。,20016,拔骨
19047,抾肉幼仔,引申坐享其成。,20018,抾便的
19053,拍鳥帽,英國式鴨舌帽、狩獵帽。本詞源自日語「鳥打帽」(とりうちぼう)。帽頂平，向前方下斜，前沿底下有稍微突出的帽舌。日治時代引進臺灣，風行一時。,20020,拍鳥帽仔
19060,放銃,開槍。,20021,開銃
19063,武車,指早期以載貨功能為主，車身較大、較重，貨架也較大，騎乘時較為穩定的腳踏車或機車。,20023,載貨車
19064,武車,指必須以腳踏打檔的機車。,20024,拍速車
19069,狗鯊,向婦人講性騷擾的話。,20028,痟貓
19079,花條馬,斑馬。,18508,花斑馬
19085,金鑠鑠,形容物體的顏色閃閃發亮。,20033,金閃閃
19085,金鑠鑠,形容物體的顏色閃閃發亮。,20034,金爍爍
19089,門口埕,前庭、前院。,20035,門埕
19089,門口埕,前庭、前院。,20036,前埕
19089,門口埕,前庭、前院。,20037,頭前埕
19091,門後臼,傳統漢式建築中，門柱後用來承接門軸的下門臼。,20042,門下臼
19091,門後臼,傳統漢式建築中，門柱後用來承接門軸的下門臼。,20043,門下栿
19093,𨑨迌印仔,一般的印章。不是做為證明、有法律效用的印鑑。,20044,便印仔
19101,咱人,指農曆。可以說是「咱人的曆日」(lán-lâng ê la̍h-ji̍t)的簡略說法，是臺灣人原本使用的傳統曆法，相對於日治時代日本人引進的新式曆法。,23964,農曆
19103,品並,誇耀、現寶。,20047,品寶
19104,客滿,客滿。,20048,滿員
19106,屎面,板著臉。難看、不悅的臉色。,20049,歹面腔
19107,巷仔內的,行家、內行人。「巷仔內」本指巷子裡，和「行仔內」(hâng-á-lāi)諧音相關，用於指某行業、領域內的行家、專家。,17863,內行人
19111,硩墓紙,掃墓祭拜後，將墓紙壓置於墳塋上的慣俗；或泛指整個「掃墓」的習俗。,19676,獻紙
19111,硩墓紙,掃墓祭拜後，將墓紙壓置於墳塋上的慣俗；或泛指整個「掃墓」的習俗。,20052,硩紙
19111,硩墓紙,掃墓祭拜後，將墓紙壓置於墳塋上的慣俗；或泛指整個「掃墓」的習俗。,20053,挂墓紙
19121,柝仔頭,吝嗇鬼、小氣鬼。一毛不拔，捨不得出錢的人。,20057,竭仔頭
19121,柝仔頭,吝嗇鬼、小氣鬼。一毛不拔，捨不得出錢的人。,20058,竭仔哥
19123,柿霜,柿霜。柿子的果糖在柿餅上結的霜狀粉末，可以做藥，能止咳、化痰。,20059,柿霜粉
19124,流汗流洘,汗流浹背。,20060,流汗糝滴
19124,流汗流洘,汗流浹背。,20061,汗流汁滴
19125,為非糝做,胡作非為、為非作歹。,20062,為非作歹
19129,相揣,聯絡、互訪。,20063,相揣坐
19133,看袂上目,看不上眼、輕視。,18645,看無目地
19145,苦齣,悲劇、苦情戲。,20068,慘齣
19151,限時批,限時信。郵政用語，寄送時間較平信為短的信件。,20069,限時的
19175,香櫞瓜,佛手瓜。瓜果類，有塊狀根，葉子是五角的掌狀葉，葉心有卷鬚。果實為長橢圓形，形狀像佛手，顏色為淡綠色或淺黃色，可以食用。嫩莖和葉心卷鬚也可以食用，是土生龍鬚菜材料。,20073,香瓜仔
19197,挽筋,一種民俗療法，遇人有中暑、頭暈、腹脹等痧症時，用雙指沾水為其捏擰肩頸或脊椎兩側的筋絡，使皮膚紅紫、局部充血，以增進氣血循環、舒緩症狀。類似「刮痧」療法的效果。,18970,掠痧筋
19200,捙倒,推翻。用力將豎立著的東西推倒，推翻。,18765,捒倒
19203,時計果,百香果。瓜果類。屬西番蓮科，多年生常綠蔓性植物，果肉酸甜可口。,20076,時鐘瓜
19215,烏白切,一種小吃。白水燙豬內臟、紅色粉腸、鯊魚煙、涼筍、章魚、透抽、魚卵、冷蟹、沙拉筍等等小菜，種類千變萬化，切塊沾蒜茸醬油吃。,20077,滷熟肉
19232,笑微微,笑瞇瞇。,20082,笑吻吻
19243,草地倯,土包子、鄉巴佬。戲稱沒見過世面、不懂規矩的鄉下人。,20089,庄跤倯
19243,草地倯,土包子、鄉巴佬。戲稱沒見過世面、不懂規矩的鄉下人。,20090,內山倯
19244,草囷,農家在屋外空地堆疊成的乾稻草堆。約一兩層樓高，通常是底圓上尖的涼亭狀，可隨時抽取一些乾草來做薪火、飼料、覆蓋菜畦等用途。,18849,草棚
19244,草囷,農家在屋外空地堆疊成的乾稻草堆。約一兩層樓高，通常是底圓上尖的涼亭狀，可隨時抽取一些乾草來做薪火、飼料、覆蓋菜畦等用途。,20093,草垺
19244,草囷,農家在屋外空地堆疊成的乾稻草堆。約一兩層樓高，通常是底圓上尖的涼亭狀，可隨時抽取一些乾草來做薪火、飼料、覆蓋菜畦等用途。,20094,草堆
19246,荏身命,天生體質虛弱，容易生病。,20095,虛身荏底
19259,起豹飆,拔腿狂奔。,20102,起豹風
19264,退流,退潮。,17936,水洘
19264,退流,退潮。,20106,水退
19266,退時,過氣、不再流行、不再受歡迎。,18876,退時行
19271,鬼頭刀,鯕鰍。魚類。屬遠洋魚類，常活動在溫暖水域表層，體長可達一公尺多，是食用魚，肉白色，味道較淡，可做成生魚片、魚丸、魚鬆等加工食品。常追逐獵食飛魚，故有「飛烏虎」(pue-oo-hóo)的別名。,20111,飛烏虎
19282,剪蟲,衣魚、蠹魚。昆蟲名。以書的背膠、紙張或衣服纖維為食物，對人類造成困擾。,20118,剪蟲仔
19282,剪蟲,衣魚、蠹魚。昆蟲名。以書的背膠、紙張或衣服纖維為食物，對人類造成困擾。,20119,剪蚻
19282,剪蟲,衣魚、蠹魚。昆蟲名。以書的背膠、紙張或衣服纖維為食物，對人類造成困擾。,20120,冊龜仔
19294,捾定,男方擇定吉日，第一次向女家致送訂婚聘禮。,19354,過定
19294,捾定,男方擇定吉日，第一次向女家致送訂婚聘禮。,20124,小定
19294,捾定,男方擇定吉日，第一次向女家致送訂婚聘禮。,20125,小聘
19296,敗馬,出軌、拋錨。車子脫軌或因車胎爆裂而傾倒。,20126,跋馬
19296,敗馬,出軌、拋錨。車子脫軌或因車胎爆裂而傾倒。,20127,跋落馬
19300,涵空龜,井底之蛙。涵洞裡的烏龜，比喻老是待在家裡，不愛出門的人；或是見識淺薄、孤陋寡聞的人。,20129,踮空龜
19300,涵空龜,井底之蛙。涵洞裡的烏龜，比喻老是待在家裡，不愛出門的人；或是見識淺薄、孤陋寡聞的人。,20130,鼓井水雞
19300,涵空龜,井底之蛙。涵洞裡的烏龜，比喻老是待在家裡，不愛出門的人；或是見識淺薄、孤陋寡聞的人。,20131,井底鮕鮘
19305,清彩,形容人神清氣爽、舒暢愉快。,22949,精彩
19310,笨跤笨手,笨手笨腳。,20134,鈍跤鈍手
19313,規工,一整天、成天。,19034,規日
19314,規家伙仔,全家人。,20138,規家口仔
19317,設使,假使、如果。,20141,準若
19319,豚母,蔑稱不能生育的婦女。較文雅的說法是「石女」(si̍k-lú　又唸作tsio̍h-lú)。,20143,石女
19320,軟市,市場交易不熱絡。,20144,鈍市
19321,透底,澈底、透澈。,22565,澈底
19323,透濫,參雜混合。,20146,摻濫
19332,博士博,諷刺人愛賣弄知識。,20150,博土
19343,惡質,惡劣、邪惡、壞透、居心不良。,20153,毒心
19344,提囡仔,墮胎。,20154,墮胎
19349,敨放,解放。解除束縛，使自由發展。,25294,解放
19350,斑芝,木棉樹。木本植物。樹幹有瘤刺，枝條成輪狀向四周平伸開展。葉片平滑，花於初春開放，花朵豔麗，為橙紅色系。果子呈現橢圓形，種子上被棉毛，棉毛富有彈性，適合做枕頭、沙發等填充材料。,19116,斑芝樹
19385,著獎,得獎。獲得獎賞。,20162,著等
