義項id,詞目漢字,解說,對應義項id,對應詞目漢字,對應解說
22688,平正,公平、公正、無私心。,600,大細目,本義為兩眼一大一小，大小眼。引申為用不公平的角度看待他人。
22688,平正,公平、公正、無私心。,9635,偏心,偏袒。袒護一方，對某一方存私心。
22690,新嫣,具有初始的光澤，如新布或其它新物品。,18725,舊漚舊臭,老舊破爛。
22691,惜略,惜物，珍惜東西。,5806,拍損,浪費、蹧蹋。
22691,惜略,惜物，珍惜東西。,5861,拍翸,揮霍。
22692,四壯,指身體強壯或身材魁梧。,10774,細粒子,形容身材嬌小。
22692,四壯,指身體強壯或身材魁梧。,10785,細漢,身材矮小。
22693,著味,形容口味對味，有好滋味。,4383,扴味,因為摻合不同食材，造成味道彼此不相合。
22699,會見眾,上得了檯面。為人行事、作品可公開受品評。,22685,袂見眾,見不得人，上不了檯面的意思。
22701,合該然,理當如此。同意且支持對方提出的處理方式。,11849,無天理,沒有天理。通常用在感嘆人事不公。
22710,精英,有元氣、有活力。,2414,失神,形容一個人精神恍惚，魂不守舍。
22710,精英,有元氣、有活力。,11906,無神,無精打采、沒精神。
22710,精英,有元氣、有活力。,14903,踅神,神情恍惚的樣子。
22711,對千,瞄準。,4865,走精,失去準度、走樣。
22712,對千,剛好、恰好。,1340,毋拄好,搞不好、不湊巧。
22712,對千,剛好、恰好。,11880,無拄好,不巧。
22714,暗殕,灰暗無光的。,2834,光,明亮、發亮的樣子。
22714,暗殕,灰暗無光的。,22074,光映映,形容非常光亮的樣子。
22714,暗殕,灰暗無光的。,22075,光炎炎,形容光亮耀眼、輝煌奪目的樣子。
22717,焦蔫,植物因缺少水分或營養而枯萎。,5629,旺,植物生長茂盛。
22717,焦蔫,植物因缺少水分或營養而枯萎。,7627,茂,草木繁盛的樣子。
22717,焦蔫,植物因缺少水分或營養而枯萎。,21998,健欉,指以棵做單位的樹木、花果、蔬菜等植物長得枝繁葉茂。
22718,幼工,細活、細工。精密細緻的工作。,10739,粗工,粗活。笨重費力的工作。
22722,枯焦,枯乾。,5629,旺,植物生長茂盛。
22722,枯焦,枯乾。,7627,茂,草木繁盛的樣子。
22722,枯焦,枯乾。,21998,健欉,指以棵做單位的樹木、花果、蔬菜等植物長得枝繁葉茂。
22724,古早味,指令人懷念具傳統風味的事物。,7272,流行,時興。盛行於當時。
22724,古早味,指令人懷念具傳統風味的事物。,8420,時行,流行、時髦。
22730,倒勼,衣物變短或身高變矮。,19043,抽懸,抽高。人在發育期明顯長高。
22732,有法度,有辦法、有能力。,11870,無步,沒轍。沒辦法。
22732,有法度,有辦法、有能力。,11883,無法度,沒辦法、沒能力。
22732,有法度,有辦法、有能力。,22757,變無撚,沒轍、沒辦法。想不出解決之道，一籌莫展。
22735,無定,說不定。,5384,定著,一定。
22735,無定,說不定。,22855,定規,必定、必然、肯定。
22744,著力,吃力、費力。,23054,三兩下手,三兩下子。形容動作純熟迅速，毫不費工夫即可完成某件事情。
22746,欲死盪幌,死氣沉沉、精神萎靡不振。,7293,活跳跳,活蹦亂跳、活力充沛的樣子。
22747,欲死盪幌,沒有生機。,7293,活跳跳,活蹦亂跳、活力充沛的樣子。
22747,欲死盪幌,沒有生機。,18304,𪁎趒,動植物活躍茂盛的樣子。
22757,變無撚,沒轍、沒辦法。想不出解決之道，一籌莫展。,18086,變竅,通權達變、隨機應變。
22757,變無撚,沒轍、沒辦法。想不出解決之道，一籌莫展。,22732,有法度,有辦法、有能力。
22758,跋臭,耍賴、賴皮。原意是賭博時，眼看自己就要輸了，就使手段讓賭局破局，引申為沒風度，拖優勢方下水，讓大家都成為輸家。,14854,認輸,承認失敗。
22759,半病仔,喻指不中用、無能的人。,876,中用,形容人很有能力、很好差遣。
22759,半病仔,喻指不中用、無能的人。,3541,有路用,有用處、有益處。
22759,半病仔,喻指不中用、無能的人。,22151,勇跤,財務健全者。
22761,㧣風,逆風前進。,12725,順風,順著風勢。
22830,畏羞人,害羞、靦腆。,381,大方,舉止得體合宜、不矯飾，有大家風範。
22830,畏羞人,害羞、靦腆。,695,大範,一個人的舉止十分大方、自然，不受拘束。
22830,畏羞人,害羞、靦腆。,18473,大端,大方、賢淑、端莊。
22834,臭生荒,荒置、廢棄任其荒涼。,12662,開墾,開闢未經開發過的荒地。
22834,臭生荒,荒置、廢棄任其荒涼。,14685,種作,栽種、種植。
22840,薄本,資本額少的小生意。,423,大本,大本錢、很多本錢。
22840,薄本,資本額少的小生意。,22854,粗本,資本雄厚。
22845,無臭無潲,責人不像樣。罵人的粗鄙用語。,21991,成樣,形容人經訓練或材料經處理之後成某規格之才能或樣貌。
22847,無時閒,忙碌。一刻都閒不下來，指人很忙碌，無一刻停歇。,3525,有閒,有空。有空閒、餘暇。
22847,無時閒,忙碌。一刻都閒不下來，指人很忙碌，無一刻停歇。,12611,閒仙仙,形容人閒著沒事幹。
22852,粗糠耳,乾耳朵。易排出乾性耳垢的耳朵。,22853,油耳,溼耳朵。易排出溼性耳垢的耳朵。
22853,油耳,溼耳朵。易排出溼性耳垢的耳朵。,22852,粗糠耳,乾耳朵。易排出乾性耳垢的耳朵。
22854,粗本,資本雄厚。,22840,薄本,資本額少的小生意。
22855,定規,必定、必然、肯定。,627,凡勢,也許、可能。
22855,定規,必定、必然、肯定。,2113,可能,或許，也許。
22855,定規,必定、必然、肯定。,11878,無定著,也許、說不定。
22855,定規,必定、必然、肯定。,22735,無定,說不定。
22859,出人前,小孩子到公眾場合不怕陌生。,18050,驚生份,害怕陌生人。
22863,重篤篤,非常重。,22560,輕蠓蠓,形容非常的輕。
22880,脆命,短命。生命力弱。,19399,韌命,有韌性、生命力強，經得起磨難。
22882,捙蛆,形容小孩過動、躁動的樣子。,6968,恬靜,文靜。
22890,利頭,利益、好處。,1356,歹空,無利可圖、不好的事。
22890,利頭,利益、好處。,18717,䆀空,見【歹空】pháinn-khang 條。
22891,冷底,指體質虛寒。,22494,熱底,一般指體質偏熱的人。
22899,你兄我弟,稱兄道弟。特指拉幫結派，想仗勢欺人。,18844,歹面相看,惡臉相向。
22910,生猴,生手、新手。指剛進職場，對某種事務的經驗或技術不純熟的人。,15299,熟手,對於某種事物專精熟練的人。
22916,粗跤重蹄,笨手笨腳。,4402,扭掠,形容手腳快、動作敏捷。
22916,粗跤重蹄,笨手笨腳。,18598,猛掠,（動作）敏捷。
22923,韌鼻,不乾脆。,10910,規氣,乾脆。做事直接乾脆，不拖泥帶水。
22925,起基,當初。,4242,尾手,最後，手中剩下的。
22925,起基,當初。,4273,尾後,末了、後面、後頭。指時間、空間上的順序較現在這個地方還要來得晚、來得後面的。
22925,起基,當初。,13323,煞尾,末尾、最後。
22925,起基,當初。,13613,落尾,後來、最後。
22925,起基,當初。,13614,落尾手,後來、最後。
22928,堅血,血液凝固。傷口不再流血。,5679,拚血,血崩。生產或流產時引發大出血。
22929,凊面,冷漠不親切的表情。凶惡、憤怒或難看的臉色。,9030,笑頭笑面,笑逐顏開、眉開眼笑。形容心中非常高興，連臉上都充滿著歡喜的神情。
22935,死毋坐認,執意不肯承認錯誤。,14855,認錯,承認自己的過失。
22943,素色,白色、素色、淡雅的顏色。,6302,花巴哩貓,形容圖案樣式或顏色雜亂無章的樣子。
22943,素色,白色、素色、淡雅的顏色。,21877,花貓貓,形容顏色花樣多得讓人受不了。
22943,素色,白色、素色、淡雅的顏色。,22553,花哩囉,形容色彩繁多而雜亂。
22943,素色,白色、素色、淡雅的顏色。,22555,花彔彔,顏色、花樣多而雜亂。
22947,押尾後,殿後。走在最後面。,1817,代先,最前頭。
22947,押尾後,殿後。走在最後面。,9713,做頭,當先。趕在最前面。
22947,押尾後,殿後。走在最後面。,22948,做前,領頭、帶領。
22948,做前,領頭、帶領。,5725,押後,殿後，在最後面。
22948,做前,領頭、帶領。,22544,押尾手,最後。
22948,做前,領頭、帶領。,22570,押尾,殿後、押後。
22948,做前,領頭、帶領。,22947,押尾後,殿後。走在最後面。
22952,捙桶倒,大雨傾盆而下。,3197,好天,好天氣。晴朗、氣溫宜人，令人覺得舒爽。
22957,漚翕,天氣悶熱，空氣又不流通。,7469,秋凊,涼爽。清涼舒爽。
22957,漚翕,天氣悶熱，空氣又不流通。,10382,涼,微寒、清涼。
22963,粗絲,形容食用蔬果時，其纖維有粗糙的感覺。,2269,幼,嫩。用於形容蔬菜、肉類的口感。
22964,恬才,誠實莊重，行事規矩。,19358,無才,吊兒郎當。言行輕浮，儀態不端。
22964,恬才,誠實莊重，行事規矩。,23031,無時定,形容人活潑好動，一刻都閒不下來。
22965,斷站,指做某件事或工程，因故於進行中停止或擱置。,7387,相連紲,連續、連串。一個接著一個，接連不斷。
22965,斷站,指做某件事或工程，因故於進行中停止或擱置。,10309,接續,連續。相連接、繼續不間斷。
22965,斷站,指做某件事或工程，因故於進行中停止或擱置。,11024,透流,從一而終、有始有終。
22965,斷站,指做某件事或工程，因故於進行中停止或擱置。,11046,連紲,連續、接連不斷。
22965,斷站,指做某件事或工程，因故於進行中停止或擱置。,11088,連續,持續不斷。
22972,轉氣,手氣變好。,13653,落衰,走背運、走霉運。
22974,緊跤,腳勤。,5691,拖沙,形容人做事拖泥帶水、不乾脆。
22977,飽流,漲潮。,7207,洘流,退潮。
22977,飽流,漲潮。,19264,退流,退潮。
22978,水洘,退潮。,8682,海漲,漲潮。在潮汐中，海面水位上升，或該時段的通稱。主要因太陽、月亮的引力作用而形成。
22985,鬧熱滾滾,場面非常熱鬧、人聲鼎沸的樣子。,3335,安靜,平靜無聲。
22985,鬧熱滾滾,場面非常熱鬧、人聲鼎沸的樣子。,6967,恬靜,安靜無聲。
22986,微微,瞇眼。眼睛微微閉合。,6436,金金,睜大眼睛。
22990,大木,建築房屋的木工。,390,小木,做家具的木工。相反的，「大木」(tuā-ba̍k)是建築房屋的木工。
22993,相挨推,事前彼此推拖，藉詞拒絕，不願承當。,15961,擔輸贏,能勇於承受許諾的條件或失敗的壓力。
22994,相挨推,事後相互推卸責任。,15961,擔輸贏,能勇於承受許諾的條件或失敗的壓力。
23006,無沓無屑,形容食物份量少得可憐、無法滿足口慾的樣子。,17203,豐富,形容種類多或數量充裕。
23015,月底,月底。每個月的最後幾天。,1330,月初,月頭、上旬。一個月剛開始的頭幾天。
23015,月底,月底。每個月的最後幾天。,1588,月頭,月初。每月起初的幾天。
23022,會赴市,趕得上巿場交易的時間或時機。,9247,袂赴,來不及、趕不上。
23022,會赴市,趕得上巿場交易的時間或時機。,18575,袂赴市,時間短暫，無法趕上或顧及。
23027,大食,指食量很大。,349,小口,飯量少、食量小。
23027,大食,指食量很大。,18474,小食,食量小的。
23029,落妝,卸妝。洗除臉上的化妝。,18990,妝娗,化妝、打扮。
23030,慷交,慷慨好客，交遊廣闊。,5401,孤獨,孤僻、寡合。指人的性情乖異，不喜歡與人交際、親近。
23030,慷交,慷慨好客，交遊廣闊。,19034,孤佬,孤僻。
23030,慷交,慷慨好客，交遊廣闊。,22011,孤毛,孤獨、孤僻、不喜歡與他人分享。
23031,無時定,形容人活潑好動，一刻都閒不下來。,6968,恬靜,文靜。
23031,無時定,形容人活潑好動，一刻都閒不下來。,22653,得定,鎮定、穩重。
23031,無時定,形容人活潑好動，一刻都閒不下來。,22964,恬才,誠實莊重，行事規矩。
23046,粗耙耙,粗糙、不平滑的。,2507,幼麵麵,細嫩。
23046,粗耙耙,粗糙、不平滑的。,23110,滑溜,光滑。
23051,有路來,有辦法、做得來。,11883,無法度,沒辦法、沒能力。
23051,有路來,有辦法、做得來。,11938,無路來,沒有辦法，不知道該如何去做、去說。
23054,三兩下手,三兩下子。形容動作純熟迅速，毫不費工夫即可完成某件事情。,22744,著力,吃力、費力。
23066,下半身,下半身。,11148,頂半身,上半身。
23067,散掖掖,散亂。,15112,屧貼,指東西放得整齊且密實。
23067,散掖掖,散亂。,15957,整齊,有次序、有條理。
23071,堅風,風乾。蔬菜、肉類等物品被風吹乾，水份因減少而變得乾硬。,16638,溼,變潮溼。
23074,欲哭欲𥍉,快哭出來的樣子。,9030,笑頭笑面,笑逐顏開、眉開眼笑。形容心中非常高興，連臉上都充滿著歡喜的神情。
23074,欲哭欲𥍉,快哭出來的樣子。,17925,歡頭喜面,歡天喜地。臉上洋溢著非常高興的表情。
23074,欲哭欲𥍉,快哭出來的樣子。,19336,喙笑目笑,笑容可掬、眉開眼笑。
23092,清菜,素菜。素食菜餚。,16787,臊菜,葷菜。泛指肉類或含有辛辣刺激味道的食品、青菜如蔥、蒜、韭菜等。
23101,執硬,頑固、固執。堅持己見不知變通，抵死也不改變。,18057,變步,變通的方法。
23101,執硬,頑固、固執。堅持己見不知變通，抵死也不改變。,18074,變通,為了順應情勢的變遷，在不違反原則下所做的彈性處理。
23104,成款,像樣。達到令人滿意的樣子。,1275,毋成樣,不像話、不像樣。
23105,幼茈,年幼、稚嫩。年紀幼小。,3595,老,年紀大。
23106,幼茈,資淺。經驗不足、資歷淺的。,3591,老,熟練、經驗豐富。
23106,幼茈,資淺。經驗不足、資歷淺的。,3844,老練,形容做事手法好，經驗豐富。
23110,滑溜,光滑。,10718,粗,不平滑的。
23110,滑溜,光滑。,23046,粗耙耙,粗糙、不平滑的。
23111,滑溜,圓滑。做事或言談面面周到，不得罪人。,523,土直,形容一個人個性率真、剛直，不會深思熟慮，不會拐彎抹角。
23111,滑溜,圓滑。做事或言談面面周到，不得罪人。,5470,忠厚,老實。形容人的品性忠實寬厚。
23112,冇心,質地鬆散不結實。,14388,實腹,內部紮實不空心的。
23125,光焱焱,明晃晃、光亮。,8805,烏趖趖,烏黑。形容很黑。
